"","ID","names","N_chars"
"1226","HAO:0000983","synsternal setiferous patch","0"
"1227","HAO:0000984","synsternal translucent patch","0"
"1228","HAO:0000985","synsternum","0"
"1229","HAO:0000986","syntergal translucent patch","0"
"1230","HAO:0000987","syntergum","0"
"1231","HAO:0000989","tarsal claw","0"
"1232","HAO:0000994","telotarsus","0"
"1233","HAO:0000995","temple","0"
"1234","HAO:0001000","tentorio-antennal muscle","0"
"1235","HAO:0001001","tentorio-labial muscle","0"
"1236","HAO:0001002","tentorio-stipital muscle","0"
"1237","HAO:0001004","terebra","0"
"1238","HAO:0001005","tergite","0"
"1239","HAO:0001007","testis","0"
"1240","HAO:0001008","third abdominal tergite","0"
"1241","HAO:0001009","third axillary","0"
"1242","HAO:0001010","third mesopleuro-mesonotal muscle","0"
"1243","HAO:0001011","third phragmo-second abdominal tergal muscle","0"
"1244","HAO:0001016","thyridium","0"
"1245","HAO:0001020","torular space","0"
"1246","HAO:0001021","torular triangle","0"
"1247","HAO:0001023","transaxillar carina","0"
"1248","HAO:0001024","translucent patch","0"
"1249","HAO:0001025","transmetanotal carina","0"
"1250","HAO:0001026","transpleural sulcus","0"
"1251","HAO:0001028","transscutal line","0"
"1252","HAO:0001030","transverse epipharyngeal muscle","0"
"1253","HAO:0001032","transverse pronotal sulcus","0"
"1254","HAO:0001034","trochanter","0"
"1255","HAO:0001036","tubercle","0"
"1256","HAO:0001037","tuberculate verricule","0"
"1257","HAO:0001038","type I sensillum trichodea","0"
"1258","HAO:0001039","mechanosensory hair","0"
"1259","HAO:0001040","umbilicated fovea","0"
"1260","HAO:0001041","uncus","0"
"1261","HAO:0001042","unguifer","0"
"1262","HAO:0001043","unguitractor plate","0"
"1263","HAO:0001044","upper face","0"
"1264","HAO:0001045","upper mesopleural rim","0"
"1265","HAO:0001046","valvar ridge","0"
"1266","HAO:0001047","valviceps","0"
"1267","HAO:0001048","valvispina","0"
"1268","HAO:0001049","valvula","0"
"1269","HAO:0001050","valvura","0"
"1270","HAO:0001051","vannal region","0"
"1271","HAO:0001052","vas deferens","0"
"1272","HAO:0001054","ventral apodeme of the first phragma","0"
"1273","HAO:0001057","ventral cibarial dilatator","0"
"1274","HAO:0001058","ventral edge of propleuron","0"
"1275","HAO:0001059","ventral lamella of the tentorium","0"
"1276","HAO:0001060","ventral mesopostnotal flange","0"
"1277","HAO:0001061","ventral metafurcal lamella","0"
"1278","HAO:0001062","ventral metapleural area","0"
"1279","HAO:0001063","ventral pharyngeal dilatator","0"
"1280","HAO:0001064","anterior tentorio-premental muscle","0"
"1281","HAO:0001065","ventral profurcal lamella","0"
"1282","HAO:0001066","ventral profurco-postoccipital muscle","0"
"1283","HAO:0001067","ventral pronotal pit","0"
"1284","HAO:0001068","ventral propleural area","0"
"1285","HAO:0001069","ventral propodeal carina","0"
"1286","HAO:0001070","ventral ridge of clypeus","0"
"1287","HAO:0001071","ventral row of spines","0"
"1288","HAO:0001072","ventral salivarial dilatator","0"
"1289","HAO:0001073","ventral vertical lobe of the propleuron","0"
"1290","HAO:0001074","ventrolateral cupolo-gonostyle/volsella complex","0"
"1291","HAO:0001075","ventromedial cupulo-gonostyle/volsella complex muscle","0"
"1292","HAO:0001076","verricule","0"
"1293","HAO:0001077","vertex","0"
"1294","HAO:0001078","vertex patch","0"
"1295","HAO:0001079","vertical apodemal lobe of the mesoscutellum","0"
"1296","HAO:0001081","vesicula seminalis","0"
"1297","HAO:0001082","vestibulum","0"
"1298","HAO:0001083","villus","0"
"1299","HAO:0001084","volsella","0"
"1300","HAO:0001085","volsellar plate","0"
"1301","HAO:0001086","volsellar ridge","0"
"1302","HAO:0001087","vulva","0"
"1303","HAO:0001088","Waterston's evaporatorium","0"
"1304","HAO:0001092","wing crease","0"
"1305","HAO:0001094","wing region","0"
"1306","HAO:0001097","axillular groove","0"
"1307","HAO:0001098","capitate peg sensillum","0"
"1308","HAO:0001100","gaine","0"
"1309","HAO:0001101","gorgeret","0"
"1310","HAO:0001102","lanze","0"
"1311","HAO:0001103","olistheter","0"
"1312","HAO:0001104","postgenal ridge","0"
"1313","HAO:0001107","ventral ramus of the second valvula","0"
"1314","HAO:0001108","pharyngeal muscle","0"
"1315","HAO:0001110","salivarial muscle","0"
"1316","HAO:0001112","hypopharyngeal muscle","0"
"1317","HAO:0001114","maxillar muscle","0"
"1318","HAO:0001116","laterocervical muscle","0"
"1319","HAO:0001123","protrochanter","0"
"1320","HAO:0001124","profemur","0"
"1321","HAO:0001126","second tarsomere of fore leg","0"
"1322","HAO:0001127","third tarsomere of fore leg","0"
"1323","HAO:0001128","fourth tarsomere of the fore leg","0"
"1324","HAO:0001129","fifth tarsomere of the fore leg","0"
"1325","HAO:0001130","mesotrochanter","0"
"1326","HAO:0001132","mesotarsus","0"
"1327","HAO:0001133","mesobasitarsus","0"
"1328","HAO:0001134","second tarsomere of mid leg","0"
"1329","HAO:0001135","third tarsomere of hind leg","0"
"1330","HAO:0001136","third tarsomere of mid leg","0"
"1331","HAO:0001137","fourth tarsomere of mid leg","0"
"1332","HAO:0001138","fifth tarsomere of the mid leg","0"
"1333","HAO:0001139","metatrochanter","0"
"1334","HAO:0001141","metatarsus","0"
"1335","HAO:0001142","metabasitarsus","0"
"1336","HAO:0001143","second tarsomere of hind leg","0"
"1337","HAO:0001144","fourth tarsomere of hind leg","0"
"1338","HAO:0001145","fifth tarsomere of hind leg","0"
"1339","HAO:0001146","joint","0"
"1340","HAO:0001147","abdominal mediotergite 3","0"
"1341","HAO:0001148","first flagellomere","0"
"1342","HAO:0001149","abdominal laterotergite 8","0"
"1343","HAO:0001150","abdominal mediotergite 2","0"
"1344","HAO:0001151","abdominal mediotergite 4","0"
"1345","HAO:0001152","abdominal mediotergite 5","0"
"1346","HAO:0001153","abdominal mediotergite 6","0"
"1347","HAO:0001154","acidopore","0"
"1348","HAO:0001155","acropleuron","0"
"1349","HAO:0001156","acrotergite","0"
"1350","HAO:0001157","adnotaular setae","0"
"1351","HAO:0001158","adpetiolar strip","0"
"1352","HAO:0001159","axillular line","0"
"1353","HAO:0001160","axillary region of the fore wing","0"
"1354","HAO:0001161","axillar depression","0"
"1355","HAO:0001162","auxiliary propodeal carina","0"
"1356","HAO:0001163","anteroventral cavity","0"
"1357","HAO:0001164","anterior tentorio-scapal muscle","0"
"1358","HAO:0001165","anterior stipito-palpal muscle","0"
"1359","HAO:0001166","anterior second valvifer-second valvula muscle","0"
"1360","HAO:0001167","anterior scutellum","0"
"1361","HAO:0001168","anterior pronoto-laterocervical muscle","0"
"1362","HAO:0001170","anterior glossal plate","0"
"1363","HAO:0001171","anterior flange of abdominal tergum nine","0"
"1364","HAO:0001172","antennal muscle","0"
"1365","HAO:0001173","annulus","0"
"1366","HAO:0001174","anepimeron","0"
"1367","HAO:0001175","anapleurite","0"
"1368","HAO:0001176","banding pattern","0"
"1369","HAO:0001177","basal articulation","0"
"1370","HAO:0001178","admedian clypeal furrow","0"
"1371","HAO:0001179","basal hooklet","0"
"1372","HAO:0001181","foretarsal rake","0"
"1373","HAO:0001182","cercal bristle","0"
"1374","HAO:0001183","chela","0"
"1375","HAO:0001184","clypeal tooth","0"
"1376","HAO:0001185","clava","0"
"1377","HAO:0001186","clavomere","0"
"1378","HAO:0001187","clypeal carina","0"
"1379","HAO:0001188","clypeogenal sulcus","0"
"1380","HAO:0001189","crenulate ring of the metasoma","0"
"1381","HAO:0001190","ctenidium","0"
"1382","HAO:0001192","ventral protibio-probasitarsal muscle","0"
"1383","HAO:0001193","ventral metatibio-metabasitarsal muscle","0"
"1384","HAO:0001194","ventral metapleuro-third axillary sclerite of hind wing muscle","0"
"1385","HAO:0001195","ventral mesotibio-mesobasitarsal muscle","0"
"1386","HAO:0001196","unguitractor plate of the protarsus","0"
"1387","HAO:0001197","unguitractor plate of the metatarsus","0"
"1388","HAO:0001198","unguitractor plate of the mesotarsus","0"
"1389","HAO:0001199","tyloid","0"
"1390","HAO:0001200","trochanteral fossa of the profemur","0"
"1391","HAO:0001201","trochanteral fossa of the metafemur","0"
"1392","HAO:0001202","trochanteral fossa of the mesofemur","0"
"1393","HAO:0001203","transverse metepisternal carina","0"
"1394","HAO:0001205","transepisternal line","0"
"1395","HAO:0001206","tibial fossa of the profemur","0"
"1396","HAO:0001207","tibial fossa of the femur","0"
"1397","HAO:0001208","tibial condyle of the probasitarsus","0"
"1398","HAO:0001209","tibial condyle of the metabasitarsus","0"
"1399","HAO:0001210","tibial condyle of the mesobasitarsus","0"
"1400","HAO:0001211","tibial articular process of the probasitarsus","0"
"1401","HAO:0001212","tibial articular process of the metabasitarsus","0"
"1402","HAO:0001213","tibial articular process of the mesobasitarsus","0"
"1403","HAO:0001214","third mesopleuro-third axillary sclerite of fore wing muscle","0"
"1404","HAO:0001215","tergal muscle","0"
"1405","HAO:0001216","metanoto-metacoxal muscle","0"
"1406","HAO:0001217","subomaulus","0"
"1407","HAO:0001219","subapical tooth","0"
"1408","HAO:0001220","subantennal groove","0"
"1409","HAO:0001221","subalar ridge","0"
"1410","HAO:0001222","strigilis","0"
"1411","HAO:0001223","sternal muscle","0"
"1412","HAO:0001224","squama","0"
"1413","HAO:0001225","spiracular muscle","0"
"1414","HAO:0001226","tooth number 2","0"
"1415","HAO:0001227","tooth number 3","0"
"1416","HAO:0001228","tooth number 4","0"
"1417","HAO:0001230","scutellar plate","0"
"1418","HAO:0001231","proximodorsal process of the protibia","0"
"1419","HAO:0001232","proximodorsal process of the metatibia","0"
"1420","HAO:0001233","proximodorsal process of the mesotibia","0"
"1421","HAO:0001234","proximal profemoral apodeme","0"
"1422","HAO:0001235","proximal mesofemoral apodeme","0"
"1423","HAO:0001236","proximal condyle of the tarsomere","0"
"1424","HAO:0001237","proximal articular process of the tarsomere","0"
"1425","HAO:0001238","protrochantero-profemoral muscle","0"
"1426","HAO:0001239","protrochantero-profemoral joint","0"
"1427","HAO:0001240","protrochantero-profemoral articulation","0"
"1428","HAO:0001241","femoral condyle of the protrochanter","0"
"1429","HAO:0001242","protrochanteral apodeme","0"
"1430","HAO:0001243","protrochantellus","0"
"1431","HAO:0001244","protibio-probasitarsal joint","0"
"1432","HAO:0001245","protibio-probasitarsal articulation","0"
"1433","HAO:0001246","protibio-pretarsus of the protarsus muscle","0"
"1434","HAO:0001247","protelotarsus","0"
"1435","HAO:0001248","propodeum","0"
"1436","HAO:0001250","trochanteral articular process of the metafemur","0"
"1437","HAO:0001251","trochanteral condyle of the metafemur","0"
"1438","HAO:0001252","mesotibio-mesobasitarsal articulation","0"
"1439","HAO:0001253","mesotibio-mesobasitarsal joint","0"
"1440","HAO:0001254","articular membrane of the mesotibio-mesobasitarsal muscle","0"
"1441","HAO:0001255","mesotibio-pretarsus of mesotarsus muscle","0"
"1442","HAO:0001257","mesotrochantero-mesofemoral articulation","0"
"1443","HAO:0001258","femoral condyle of the mesotrochanter","0"
"1444","HAO:0001259","mesotrochantero-mesofemoral joint","0"
"1445","HAO:0001260","articular membrane","0"
"1446","HAO:0001261","mesotrochantero-mesofemoral muscle","0"
"1447","HAO:0001262","mesotrochantinal muscle","0"
"1448","HAO:0001263","metabasicoxite","0"
"1449","HAO:0001265","metacoxo-metatrochanteral joint","0"
"1450","HAO:0001266","metafemoro-metatibial joint","0"
"1451","HAO:0001267","metafemoro-pretarsus of the metatarsus muscle","0"
"1452","HAO:0001268","metapecto-metacoxal joint","0"
"1453","HAO:0001269","metapectus","0"
"1454","HAO:0001270","metapectus","0"
"1455","HAO:0001271","metapleuron","0"
"1456","HAO:0001272","metapleuron","0"
"1457","HAO:0001273","metapleuron","0"
"1458","HAO:0001274","metasomal condyle of the propodeum","0"
"1459","HAO:0001275","metatelotarsus","0"
"1460","HAO:0001276","metatibio-metabasitarsal articulation","0"
"1461","HAO:0001277","metatibio-metabasitarsal joint","0"
"1462","HAO:0001278","metatibio-pretarsus of the metatarsus muscle","0"
"1463","HAO:0001279","metatrochanteral apodeme","0"
"1464","HAO:0001280","metatrochantero-metafemoral muscle","0"
"1465","HAO:0001281","metatrochantero-metafemoral joint","0"
"1466","HAO:0001282","posterior mesotibio-mesobasitarsal muscle","0"
"1467","HAO:0001283","ninth abdominal tergal muscle","0"
"1468","HAO:0001286","occlusor of the propodeal spiracle muscle","0"
"1469","HAO:0001287","odontoidea","0"
"1470","HAO:0001288","omaulus","0"
"1471","HAO:0001289","opisthogaster","0"
"1472","HAO:0001290","ovipositor muscle","0"
"1473","HAO:0001291","parameral seta","0"
"1474","HAO:0001292","pecto-coxal joint","0"
"1475","HAO:0001293","pleurostomal carina","0"
"1476","HAO:0001294","posterior trochanteral condyle of the mesocoxa","0"
"1477","HAO:0001295","posterior coxal fossa of the metatrochanter","0"
"1478","HAO:0001296","posterior trochanteral condyle of the metacoxa","0"
"1479","HAO:0001297","posterior coxal fossa of the protrochanter","0"
"1480","HAO:0001298","posterior trochanteral condyle of the procoxa","0"
"1481","HAO:0001299","posterior femoro-tibial articulation","0"
"1482","HAO:0001300","posterior mesocoxo-mesotrochanteral articulation","0"
"1483","HAO:0001301","posterior mesocoxo-mesotrochanteral muscle","0"
"1484","HAO:0001303","posterior metacoxo-metatrochanteral articulation of the metacoxa","0"
"1485","HAO:0001307","propecto-procoxal joint","0"
"1486","HAO:0001308","prong of hypopygium","0"
"1487","HAO:0001310","profurcasternum","0"
"1488","HAO:0001311","profemoro-protibial joint","0"
"1489","HAO:0001312","profemoro-pretarsus of protarsus muscle","0"
"1490","HAO:0001313","procuticle","0"
"1491","HAO:0001314","procoxo-protrochanteral joint","0"
"1492","HAO:0001316","proboscidial fossa","0"
"1493","HAO:0001317","probasisternum","0"
"1494","HAO:0001318","probasicoxite","0"
"1495","HAO:0001319","pretarsus of protarsus","0"
"1496","HAO:0001320","pretarsus of metatarsus","0"
"1497","HAO:0001321","pretarsus of mesotarsus","0"
"1498","HAO:0001322","prepecto-procoxal muscle","0"
"1499","HAO:0001323","preomaular area","0"
"1500","HAO:0001324","precoxal carina","0"
"1501","HAO:0001325","pre-apical ledge","0"
"1502","HAO:0001326","postmedian metanotal wing process","0"
"1503","HAO:0001327","posterolateral metapleuro-metanotal muscle","0"
"1504","HAO:0001328","posterolateral metacoxo-metatrochanteral muscle","0"
"1505","HAO:0001329","posterior trochanteral articular process of the procoxa","0"
"1506","HAO:0001330","posterior trochanteral articular process of the metacoxa","0"
"1507","HAO:0001331","posterior trochanteral articular process of the mesocoxa","0"
"1508","HAO:0001332","posterior metafemoro-metatibial articulation","0"
"1509","HAO:0001333","posterior procoxo-protrochanteral articulation","0"
"1510","HAO:0001334","posterior metatibio-metabasitarsal muscle","0"
"1511","HAO:0001335","posterior procoxo-protrochanteral muscle","0"
"1512","HAO:0001336","posterior profemoro-protibial articulation","0"
"1513","HAO:0001337","posterior protibio-probasitarsal muscle","0"
"1514","HAO:0001338","posterior proximal process of the mesobasitarsus","0"
"1515","HAO:0001339","posterior proximal process of the metabasitarsus","0"
"1516","HAO:0001340","posterior proximal process of the probasitarsus","0"
"1517","HAO:0001341","prora","0"
"1518","HAO:0001342","rastellum","0"
"1519","HAO:0001343","posterior tentorial arm","0"
"1520","HAO:0001345","ammochaetae","0"
"1521","HAO:0001346","psammophore","0"
"1522","HAO:0001347","posterior mesofemoro-mesotibial articulation","0"
"1523","HAO:0001348","posterior coxal fossa of the mesotrochanter","0"
"1524","HAO:0001349","metasomal tergum","0"
"1525","HAO:0001350","metasomal sternum","0"
"1526","HAO:0001352","mesotelotarsus","0"
"1527","HAO:0001354","mesopleuron","0"
"1528","HAO:0001355","mesopleuro-metanotal muscle","0"
"1529","HAO:0001356","mesopleural sulcus","0"
"1530","HAO:0001360","mesopecto-mesocoxal joint","0"
"1531","HAO:0001361","mesonoto-mesotrochantinal muscle","0"
"1532","HAO:0001362","mesolaterophragmo-hind wing base muscle","0"
"1533","HAO:0001363","mesofurco-profurcal muscle","0"
"1534","HAO:0001364","mesofurco-metafurcal muscle","0"
"1535","HAO:0001365","mesofemoro-pretarsus of the mesotarsus muscle","0"
"1536","HAO:0001366","mesofemoro-mesotibial joint","0"
"1537","HAO:0001367","mesocoxo-mesotrochanteral joint","0"
"1538","HAO:0001369","median propleuro-postoccipital muscle","0"
"1539","HAO:0001370","median pronoto-procoxal muscle","0"
"1540","HAO:0001371","median procoxo-protrochanteral muscle","0"
"1541","HAO:0001372","median metatrochantero-metafemoral articulation","0"
"1542","HAO:0001374","median metacoxo-metatrochanteral muscle","0"
"1543","HAO:0001375","median mesophragmo-metaphragmal muscle","0"
"1544","HAO:0001376","median mesofurco-metafurcal muscle","0"
"1545","HAO:0001377","median mesocoxo-mesotrochanteral muscle","0"
"1546","HAO:0001379","medial profemoro-protibial muscle","0"
"1547","HAO:0001380","medial pectal fossa of the metacoxa","0"
"1548","HAO:0001381","medial pectal fossa of the mesocoxa","0"
"1549","HAO:0001382","medial metafemoro-metatibial muscle","0"
"1550","HAO:0001384","medial mesofemoro-mesotibial muscle","0"
"1551","HAO:0001386","medial coxal condyle of the mesopectus","0"
"1552","HAO:0001387","medial metapecto-metacoxal articulation","0"
"1553","HAO:0001389","medial coxal articular process of the mesopectus","0"
"1554","HAO:0001390","mandibular condyle","0"
"1555","HAO:0001391","mandibular acetabulum","0"
"1556","HAO:0001392","male genitalia muscle","0"
"1557","HAO:0001393","malar area","0"
"1558","HAO:0001394","malar groove","0"
"1559","HAO:0001396","lateral propleuro-procoxal articulation","0"
"1560","HAO:0001398","lateral profemoro-protibial muscle","0"
"1561","HAO:0001399","malar depression","0"
"1562","HAO:0001400","lateral pectal fossa of the procoxa","0"
"1563","HAO:0001401","lateral pectal fossa of the metacoxa","0"
"1564","HAO:0001402","lateral pectal fossa of the mesocoxa","0"
"1565","HAO:0001403","lateral metepisternal projection","0"
"1566","HAO:0001404","lateral metatrochantero-metafemoral articulation","0"
"1567","HAO:0001405","lateral metapleuro-metacoxal articulation","0"
"1568","HAO:0001407","lateral metafemoro-metatibial muscle","0"
"1569","HAO:0001408","lateral mesopleuro-mesocoxal articulation","0"
"1570","HAO:0001409","lateral mesophragmo-metaphragmal muscle","0"
"1571","HAO:0001410","lateral mesofemoro-mesotibial muscle","0"
"1572","HAO:0001411","lateral mesocoxo-mesotrochanteral muscle","0"
"1573","HAO:0001412","lateral longitudinal metepisternal carina","0"
"1574","HAO:0001413","lateral coxal condyle of the propleuron","0"
"1575","HAO:0001415","lateral coxal condyle of the mesopleuron","0"
"1576","HAO:0001417","Weber length","0"
"1577","HAO:0001423","abdominal laterotergite 1","0"
"1578","HAO:0001427","accessory prong of hypopygium","0"
"1579","HAO:0001428","acetabular carina","0"
"1580","HAO:0001429","antennal condyle of the cranium","0"
"1581","HAO:0001430","basal knob","0"
"1582","HAO:0001431","antennafer","0"
"1583","HAO:0001433","anterior coxal fossa of the mesotrochanter","0"
"1584","HAO:0001434","anterior coxal articular process of the mesotrochanter","0"
"1585","HAO:0001435","basitarsal articular process of the metatibia","0"
"1586","HAO:0001436","anterior femoro-tibial articulation","0"
"1587","HAO:0001437","anterior mesocoxo-mesotrochanteral muscle","0"
"1588","HAO:0001438","anterior mesofemoro-mesotibial articulation","0"
"1589","HAO:0001441","anterior mesotibio-mesobasitarsal muscle","0"
"1590","HAO:0001442","anterior metacoxo-metatrochanteral articulation","0"
"1591","HAO:0001443","anterior metafemoro-metatibial articulation","0"
"1592","HAO:0001444","anterior metanotal wing process","0"
"1593","HAO:0001446","anterior metatibio-metabasitarsal muscle","0"
"1594","HAO:0001447","anterior procoxo-protrochanteral articulation","0"
"1595","HAO:0001448","anterior procoxo-protrochanteral muscle","0"
"1596","HAO:0001449","anterior profemoro-protibial articulation","0"
"1597","HAO:0001450","anterior protibio-probasitarsal muscle","0"
"1598","HAO:0001451","anterior proximal process of the mesobasitarsus","0"
"1599","HAO:0001452","anterior proximal process of the metabasitarsus","0"
"1600","HAO:0001453","anterior proximal process of the probasitarsus","0"
"1601","HAO:0001455","abdominal laterotergite 2","0"
"1602","HAO:0001457","abdominal laterotergite 4","0"
"1603","HAO:0001458","abdominal laterotergite 5","0"
"1604","HAO:0001459","abdominal laterotergite 10","0"
"1605","HAO:0001460","abdominal laterotergite 6","0"
"1606","HAO:0001461","abdominal laterotergite 7","0"
"1607","HAO:0001462","abdominal laterotergite 9","0"
"1608","HAO:0001463","abdominal mediotergite 1","0"
"1609","HAO:0001464","lateral coxal articular process of the mesopleuron","0"
"1610","HAO:0001465","abdominal mediotergite 10","0"
"1611","HAO:0001466","intrinsic leg muscle","0"
"1612","HAO:0001467","intertarsomeral joint","0"
"1613","HAO:0001468","abdominal mediotergite 7","0"
"1614","HAO:0001469","abdominal mediotergite 8","0"
"1615","HAO:0001470","abdominal mediotergite 9","0"
"1616","HAO:0001471","dilator muscle of the 5th abdominal spiracle","0"
"1617","HAO:0001472","dilator muscle of the 4th abdominal spiracle","0"
"1618","HAO:0001473","dilator muscle of the 3rd abdominal spiracle","0"
"1619","HAO:0001474","dilator muscle of the 2nd abdominal spiracle","0"
"1620","HAO:0001475","cup-shaped socket on pleuron","0"
"1621","HAO:0001476","corbicula","0"
"1622","HAO:0001477","basitarsal articular process of the protibia","0"
"1623","HAO:0001478","basitarsal fossa of the metatibia","0"
"1624","HAO:0001479","basitarsal articular process of the mesotibia","0"
"1625","HAO:0001480","basitarsal fossa of the mesotibia","0"
"1626","HAO:0001482","auricle","0"
"1627","HAO:0001483","dilator muscle of the 6th abdominal spiracle","0"
"1628","HAO:0001484","pollen press","0"
"1629","HAO:0001486","articular membrane of the protibio-probasitarsal joint","0"
"1630","HAO:0001487","articular membrane of the metacoxo-metatrochanteral joint","0"
"1631","HAO:0001488","arcus","0"
"1632","HAO:0001490","anteromesoscutum","0"
"1633","HAO:0001491","anterolateral metapleuro-metanotal muscle","0"
"1634","HAO:0001492","anterolateral metacoxo-metatrochanteral muscle","0"
"1635","HAO:0001493","anterolateral mesopectal inflection","0"
"1636","HAO:0001494","anterior trochanteral fossa of the mesocoxa","0"
"1637","HAO:0001495","anterior trochanteral articular process of the procoxa","0"
"1638","HAO:0001496","anterior trochanteral condyle of the procoxa","0"
"1639","HAO:0001497","anterior trochanteral articular process of the metacoxa","0"
"1640","HAO:0001498","anterior trochanteral condyle of the mesocoxa","0"
"1641","HAO:0001499","anterior mesocoxo-mesotrochanteral articulation","0"
"1642","HAO:0001500","anterior coxal fossa of the protrochanter","0"
"1643","HAO:0001501","anterior coxal fossa of the metatrochanter","0"
"1644","HAO:0001502","anterior trochanteral condyle of the metacoxa","0"
"1645","HAO:0001503","dilator muscle of the 7th abdominal spiracle","0"
"1646","HAO:0001504","dilator muscle of the 8th abdominal spiracle","0"
"1647","HAO:0001505","dilator of the propodeal spiracle muscle","0"
"1648","HAO:0001506","distal fossa of the tarsomere","0"
"1649","HAO:0001507","dorsal metapleuro-third axillary sclerite of hind wing muscle","0"
"1650","HAO:0001508","syntergum","0"
"1651","HAO:0001509","episternal foveae","0"
"1652","HAO:0001510","epistomal line","0"
"1653","HAO:0001511","femoral articular process of the mesotrochanter","0"
"1654","HAO:0001512","femoral articular process of the metatrochanter","0"
"1655","HAO:0001513","femoral articular process of the protrochanter","0"
"1656","HAO:0001514","femoral condyle of the protibia","0"
"1657","HAO:0001515","femoral condyle of the tibia","0"
"1658","HAO:0001516","femoral fossa of the metatrochanter","0"
"1659","HAO:0001517","femoro-tibial joint","0"
"1660","HAO:0001518","first mesopleuro-third axillary sclerite of fore wing muscle","0"
"1661","HAO:0001519","flexor of the pretarsal claws of the fore leg","0"
"1662","HAO:0001520","flexor of the pretarsal claws of the hind leg","0"
"1663","HAO:0001521","flexor of the pretarsal claws of the middle leg","0"
"1664","HAO:0001523","frons","0"
"1665","HAO:0001524","humeral complex of the fore wing","0"
"1666","HAO:0001526","genuflexor plate of the mid leg","0"
"1667","HAO:0001527","genuflexor plate of the hind leg","0"
"1668","HAO:0001528","genuflexor plate of the fore leg","0"
"1669","HAO:0001529","genuflexor plate","0"
"1670","HAO:0001530","frontal sulcus","0"
"1671","HAO:0001531","abdominal sternum 8","0"
"1672","HAO:0001532","inner orbit","0"
"1673","HAO:0001533","frontal carina","0"
"1674","HAO:0001535","basitarsal fossa of the protibia","0"
"1675","HAO:0001537","articular membrane of the mesotibio-mesobasitarsal joint","0"
"1676","HAO:0001539","supraorbital suture","0"
"1677","HAO:0001540","supraorbital trabecula","0"
"1678","HAO:0001541","surcoxal depression","0"
"1679","HAO:0001542","pronoto-propleural arm muscle","0"
"1680","HAO:0001543","lateral pronoto-prophragmal muscle","0"
"1681","HAO:0001545","adipose system","0"
"1682","HAO:0001546","alary muscle","0"
"1683","HAO:0001547","chorion","0"
"1684","HAO:0001548","laminated bridge","0"
"1685","HAO:0001549","labral muscle","0"
"1686","HAO:0001551","labial muscle","0"
"1687","HAO:0001552","knee","0"
"1688","HAO:0001553","intrinsic muscle of the propleuron","0"
"1689","HAO:0001554","intrinsic muscle of the metapleuron","0"
"1690","HAO:0001555","intrinsic muscle of the mesopleuron","0"
"1691","HAO:0001556","intrinsic muscle of the harpe","0"
"1692","HAO:0001557","intrinsic maxillary palp muscle","0"
"1693","HAO:0001558","intervalvifer articulation","0"
"1694","HAO:0001559","interorbital plane","0"
"1695","HAO:0001560","interocular separation","0"
"1696","HAO:0001561","intermalar distance","0"
"1697","HAO:0001562","interarticular ridge of the first valvifer","0"
"1698","HAO:0001564","inferior pronotal spine","0"
"1699","HAO:0001567","hind wing base","0"
"1700","HAO:0001568","vertical epomia","0"
"1701","HAO:0001569","dorsal T9-second valvifer muscle","0"
"1702","HAO:0001570","endite","0"
"1703","HAO:0001571","dorsal T8-T9 muscle","0"
"1704","HAO:0001572","dorsal surface of the mesoscutellum","0"
"1705","HAO:0001573","dorsal salivarial wall","0"
"1706","HAO:0001574","digital spine","0"
"1707","HAO:0001576","dorsal aperture of the phallobase","0"
"1708","HAO:0001577","dorsal flange of the second valvifer","0"
"1709","HAO:0001579","dorsal ramus of the first valvula","0"
"1710","HAO:0001580","digestive system","0"
"1711","HAO:0001583","central nervous system","0"
"1712","HAO:0001584","circulatory system","0"
"1713","HAO:0001585","cordate apodeme","0"
"1714","HAO:0001588","lower mesepimeron","0"
"1715","HAO:0001589","macrotergite","0"
"1716","HAO:0001590","malar carina","0"
"1717","HAO:0001591","coxopleurite","0"
"1718","HAO:0001592","occipito-cardinal muscle","0"
"1719","HAO:0001593","occipito-lacinial muscle","0"
"1720","HAO:0001594","occlusor of posterior thoracic spiracle","0"
"1721","HAO:0001595","ocellar hair patch","0"
"1722","HAO:0001596","vertexal sulcus","0"
"1723","HAO:0001597","preorbital suture","0"
"1724","HAO:0001598","orbital furrow","0"
"1725","HAO:0001599","organ system","0"
"1726","HAO:0001601","paraclypeal margin","0"
"1727","HAO:0001602","parapsidal hair line of mesoscutum","0"
"1728","HAO:0001603","parapsidal ridge","0"
"1729","HAO:0001604","parapsidal furrow","0"
"1730","HAO:0001605","paraspiracular carina","0"
"1731","HAO:0001606","pars articulares","0"
"1732","HAO:0001607","acrosternite 3","0"
"1733","HAO:0001608","acrosternite 4","0"
"1734","HAO:0001609","acrosternite 2","0"
"1735","HAO:0001610","acrosternite 5","0"
"1736","HAO:0001611","acrosternite 6","0"
"1737","HAO:0001612","acrosternite 7","0"
"1738","HAO:0001613","acrosternite 8","0"
"1739","HAO:0001614","acrosternite 9","0"
"1740","HAO:0001616","ventral T9-second valvifer muscle","0"
"1741","HAO:0001617","ventral plaque","0"
"1742","HAO:0001618","venter","0"
"1743","HAO:0001620","upper mesepisternum","0"
"1744","HAO:0001621","trochantinal lobe","0"
"1745","HAO:0001622","transverse suture","0"
"1746","HAO:0001623","transscutal impression","0"
