id,statemet,Istvan’s_annot,compar_results,suggested_annot
CHAR:255,Propodeum  median longitudinal carina,HAO:0000529-(median propodeal carina),original is finer,HAO:0000188-(carina); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0000519-(medial vein)
CHAR:256,Propodeum  lateral longitudinal carina,HAO:0001652-(submedian carina of propodeum),none,HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0002014-(lateral longitudinal carina); HAO:0000051-(abdominal tergum 1)
CHAR:257,Propodeum  propodeal spiracle configuration,HAO:0000329-(first abdominal spiracle),original is subset,HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0000329-(first abdominal spiracle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:258,Propodeum  propodeal spiracle laterally,HAO:0001942-(calyptra),none,HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0000329-(first abdominal spiracle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:259,Propodeum  spiracle position  horizontal ,HAO:0000329-(first abdominal spiracle),original is finer,HAO:0000950-(spiracle); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:260,Propodeum  spiracle position  vertical ,HAO:0000329-(first abdominal spiracle),original is finer,HAO:0000950-(spiracle); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:261,Propodeum  transverse carina,HAO:0001930-(transverse propodeal carina),original is subset,HAO:0001248-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0001930-(transverse propodeal carina)
CHAR:262,Propodeum  propodeal foramen,HAO:0000865-(propodeal foramen),original is subset,HAO:0000865-(propodeal foramen); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1)
CHAR:263,Propodeum  propodeal foramen configuration,HAO:0000865-(propodeal foramen); HAO:0001264-(metacoxal foramen),partial,HAO:0000865-(propodeal foramen); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1)
CHAR:264,Propodeum  position of propodeal foramen,HAO:0000865-(propodeal foramen); HAO:0001264-(metacoxal foramen),partial,HAO:0000865-(propodeal foramen); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1)
CHAR:265,Propodeum  propodeal foramen ventrally,HAO:0000865-(propodeal foramen),original is subset,HAO:0000865-(propodeal foramen); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1)
CHAR:266,Propodeum  propodeal foramen shelf,HAO:0002265-(petiolar scrobe),original is subset,HAO:0000865-(propodeal foramen); HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1); HAO:0002265-(petiolar scrobe); HAO:0002326-(maximum diameter of the compound eye)
CHAR:267,Propodeum  articulating teeth,HAO:0000866-(propodeal tooth),none,HAO:0001248-(propodeum); HAO:0001249-(propodeum); HAO:0000051-(abdominal tergum 1)
CHAR:268,First abdominal sternum,HAO:0000035-(abdominal sternum 2),original is finer,HAO:0001425-(abdominal sternum); HAO:0000955-(sternite)
CHAR:269,Petiole  T2 and S2 configuration,HAO:0000035-(abdominal sternum 2); HAO:0000053-(abdominal tergum 2),partial,HAO:0000053-(abdominal tergum 2); HAO:0001147-(abdominal mediotergite 3); HAO:0001226-(tooth number 2); HAO:0001829-(mediosternite 2)
CHAR:270,Petiole  posteriorly,HAO:0000020-(abdominal segment 2),identical,HAO:0000020-(abdominal segment 2)
CHAR:271,Petiole  articulating condyle,HAO:0001734-(peduncle),original is finer,HAO:0000220-(condyle); HAO:0000020-(abdominal segment 2)
CHAR:272,Petiole  anterior width,HAO:0001734-(peduncle),original is finer,HAO:0002308-(width); HAO:0002375-(width); HAO:0000020-(abdominal segment 2)
CHAR:273,Petiole  transverse carina on T2,HAO:0001029-(transverse carina on petiole),original is subset,HAO:0001911-(transverse carina on T2); HAO:0001029-(transverse carina on petiole); HAO:0001147-(abdominal mediotergite 3); HAO:0001226-(tooth number 2); HAO:0001930-(transverse propodeal carina)
CHAR:274,Petiole  T2 longitudinal internal carina,HAO:0002496-(T2 longitudinal internal ridge),none,HAO:0000188-(carina); HAO:0000053-(abdominal tergum 2); HAO:0001147-(abdominal mediotergite 3); HAO:0001226-(tooth number 2)
CHAR:275,Petiole  S2,HAO:0000035-(abdominal sternum 2),none,HAO:0001829-(mediosternite 2)
CHAR:276,Petiole  S2 posteriorly,HAO:0000035-(abdominal sternum 2),none,HAO:0001829-(mediosternite 2)
CHAR:277,Petiole  transverse carina anteriorly,HAO:0001882-(transverse carina on S2),original is finer,HAO:0000020-(abdominal segment 2); HAO:0001930-(transverse propodeal carina)
CHAR:278,Petiole  longitudinal carina anteriorly on S2,HAO:0001878-(median longitudinal carina of first metasomal sternum),original is subset,HAO:0001829-(mediosternite 2); HAO:0001878-(median longitudinal carina of first metasomal sternum)
CHAR:279,Muscles  median pronoto prophragmal muscle,HAO:0001544-(median pronoto-prophragmal muscle),original is finer,HAO:0000855-(prophragma); HAO:0001699-(prophragmal muscle); HAO:0000519-(medial vein); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:280,Muscles  site of origin of the dorsal pronoto procoxal muscle,HAO:0001578-(dorsal pronoto-procoxal muscle),original is finer,HAO:0001113-(procoxal muscle); HAO:0001122-(procoxa); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:281,Muscles  ventral pronoto procoxal muscle,HAO:0001615-(ventral pronoto-procoxal muscle),original is finer,HAO:0001113-(procoxal muscle); HAO:0001122-(procoxa); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:282,Muscles  pronoto mesobasalar muscle,HAO:0000845-(pronoto-mesobasalar muscle),original is finer,HAO:0001784-(mesobasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:283,Muscles  pronoto profurcal muscle,HAO:0000849-(pronoto-profurcal muscle),original is finer,HAO:0000364-(furca); HAO:0000825-(profurca); HAO:0001105-(profurcal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:284,Muscles  pronoto third axillary sclerite of forewing muscle,HAO:0001306-(pronoto-third axillary sclerite of fore wing muscle),original is finer,HAO:0000155-(axilla); HAO:0000352-(forewing); HAO:0000641-(muscle); HAO:0001633-(third axillary sclerite); HAO:0000351-(fore wing); HAO:0001632-(third axillary sclerite of the fore wing); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:285,Prepectus  anterior spiracle occlusor muscle,HAO:0001801-(prepecto-anterior thoracic spiracle muscle); HAO:0001707-(mesopleuro-anterior thoracic spiracle muscle); HAO:0000846-(pronoto-anterior thoracic spiracle muscle),original is finer,HAO:0000641-(muscle); HAO:0000705-(pectus); HAO:0000811-(prepectus); HAO:0000950-(spiracle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:286,Muscles  site of pronotal origin of the anterior thoracic spiracle occlusor muscle,HAO:0000846-(pronoto-anterior thoracic spiracle muscle),original is finer,HAO:0000582-(anterior thoracic spiracle); HAO:0001115-(anterior thoracic spiracle occlusor muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:287,Muscles  lateral metapleuro postoccipital muscle,HAO:0001397-(lateral propleuro-postoccipital muscle),original is finer,HAO:0000718-(pit); HAO:0001109-(postoccipital muscle); HAO:0000241-(depression); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:288,Muscles  propleural arm postoccipital muscle,HAO:0001806-(propleural arm-postoccipital muscle),original is finer,HAO:0000718-(pit); HAO:0000856-(propleural arm); HAO:0001109-(postoccipital muscle); HAO:0000241-(depression); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:289,Muscles  propleural arm protrochanteral muscle,HAO:0001305-(propleural arm-protrochanteral muscle),original is finer,HAO:0000856-(propleural arm); HAO:0001123-(protrochanter); HAO:0001692-(protrochanteral muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:290,Muscles  mesofurco propleural arm muscle,HAO:0001698-(mesofurco-propleural arm muscle),original is finer,HAO:0000641-(muscle); HAO:0000856-(propleural arm); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:291,Muscles  profurco prophragmal muscle,HAO:0001774-(profurco-prophragmal muscle),original is finer,HAO:0000855-(prophragma); HAO:0001699-(prophragmal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:292,Muscles  origin of median profurco procoxal muscle,HAO:0000528-(median profurco-procoxal muscle),original is finer,HAO:0001113-(procoxal muscle); HAO:0001122-(procoxa); HAO:0000519-(medial vein); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:293,Muscles  profurco protrochanteral muscle,HAO:0001309-(profurco-protrochanteral muscle),original is finer,HAO:0001123-(protrochanter); HAO:0001692-(protrochanteral muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:294,Muscles  prospinasterno profurcal muscle,HAO:0001664-(prospinasterno-profurcal muscle),original is finer,HAO:0000364-(furca); HAO:0000825-(profurca); HAO:0000947-(spina); HAO:0001105-(profurcal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:295,Muscles  dorsal mesofurco profurcal muscle,HAO:0000255-(dorsal mesofurco-profurcal muscle),original is finer,HAO:0000364-(furca); HAO:0000825-(profurca); HAO:0001105-(profurcal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:296,Muscles  prospinasterno procoxal muscle origin,HAO:0000579-(mesosterno-procoxal muscle),original is finer,HAO:0000947-(spina); HAO:0001113-(procoxal muscle); HAO:0001122-(procoxa); HAO:0002041-(gonostyle-parossiculal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:297,Muscles  mesonoto mesobasalar muscle,HAO:0001645-(mesonoto-mesobasalar muscle),original is finer,HAO:0001784-(mesobasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:298,Muscle  mesonoto mesolaterophragmal muscle,HAO:0001643-(mesonoto-mesolaterophragmal muscle),original is finer,HAO:0000492-(laterophragma); HAO:0000716-(phragma); HAO:0001788-(mesolaterophragma); HAO:0001789-(mesolaterophragmal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:299,Muscles  mesonoto mesocoxal muscles,HAO:0001644-(mesonoto-mesocoxal muscle),original is finer,HAO:0001786-(mesocoxal muscle); HAO:0000635-(mid coxa); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:300,Mescles  anterior mesonoto mesotrochanteral muscle,HAO:0001440-(anterior mesonoto-mesotrochanteral muscle),original is finer,HAO:0001111-(mesotrochanteral muscle); HAO:0001130-(mesotrochanter); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:301,Muscles  posterior mesonoto mesotrochanteral muscle,HAO:0000754-(posterior mesonoto-mesotrochanteral muscle),original is finer,HAO:0001111-(mesotrochanteral muscle); HAO:0001130-(mesotrochanter); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:302,Muscles  anterior mesonoto metanotal muscle,HAO:0001169-(anterior mesonoto-metanotal muscle),original is finer,HAO:0001718-(metanotal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:303,Muscles  posterior mesonoto metanotal muscle,HAO:0001302-(posterior mesonoto-metanotal muscle),original is finer,HAO:0001718-(metanotal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:304,Muscles  site of origin of second mesopleuro mesonotal muscle,HAO:0000924-(second mesopleuro-mesonotal muscle),original is finer,HAO:0001790-(mesonotal muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:305,Muscles  intersegmental membrane mesobasalar muscle,HAO:0000435-(intersegmental membrane-mesobasalar muscle),original is finer,HAO:0000434-(intersegmental membrane); HAO:0000929-(segment); HAO:0001784-(mesobasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:306,Muscles  mesocoxomesobasalar muscle,HAO:0001582-(mesocoxo-mesobasalar muscle),original is finer,HAO:0001784-(mesobasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:307,Muscles  mesotrochantero mesobasalar muscle,HAO:0001629-(mesotrochantero-mesobasalar muscle),original is finer,HAO:0001130-(mesotrochanter); HAO:0001784-(mesobasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:308,Muscles  mesopleuro mesosubalar muscle,HAO:0001743-(mesopleuro-mesosubalar muscle),original is finer,HAO:0000641-(muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:309,Muscles  mesocoxo mesosubalar muscle,HAO:0000544-(mesocoxo-mesosubalar muscle),original is finer,HAO:0000641-(muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:310,Muscles  mesofurco mesopleural muscle,HAO:0000755-(posterior mesopleuro-mesofurcal muscle),none,HAO:0001705-(mesopleural muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:311,Muscles  site of origin of the mesopleuro mesocoxal muscle,HAO:0000564-(mesopleuro-mesocoxal muscle),original is finer,HAO:0001786-(mesocoxal muscle); HAO:0000635-(mid coxa); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:312,Muscles  mesopleuro third axillary sclerite of hind wing muscle,HAO:0000565-(mesopleuro-third axillary sclerite of hind wing muscle),original is finer,HAO:0000155-(axilla); HAO:0000400-(hind wing); HAO:0000641-(muscle); HAO:0001633-(third axillary sclerite); HAO:0001632-(third axillary sclerite of the fore wing); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:313,Muscles  posterior mesofurco mesolaterophragmal muscle,HAO:0000753-(posterior mesofurco-mesolaterophragmal muscle),original is finer,HAO:0000492-(laterophragma); HAO:0000716-(phragma); HAO:0001788-(mesolaterophragma); HAO:0001789-(mesolaterophragmal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:314,Muscles  lateral mesofurco mesotrochanteral muscle,HAO:0000476-(lateral mesofurco-mesotrochanteral muscle),original is finer,HAO:0001111-(mesotrochanteral muscle); HAO:0001130-(mesotrochanter); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:315,Muscles  medial mesofurco mesotrochanteral muscle,HAO:0000521-(median mesofurco-mesotrochanteral muscle),original is finer,HAO:0001111-(mesotrochanteral muscle); HAO:0001130-(mesotrochanter); HAO:0000519-(medial vein); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:316,Muscles  site of origin of the median mesofurco mesotrochanteral muscle,HAO:0000521-(median mesofurco-mesotrochanteral muscle),original is finer,HAO:0001111-(mesotrochanteral muscle); HAO:0001130-(mesotrochanter); HAO:0000519-(medial vein); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:317,Muscles  mesofurco metabasalar muscle,HAO:0000552-(mesofurco-metabasalar muscle),original is finer,HAO:0001712-(metabasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:318,Muscles  mesospinasterno metafurcal muscle,HAO:0000577-(mesospinasterno-metafurcal muscle),original is finer,HAO:0000592-(metafurca); HAO:0000947-(spina); HAO:0001714-(metafurcal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:319,Muscles  metanoto metabasalar muscle,HAO:0001642-(metanoto-metabasalar muscle),original is finer,HAO:0001712-(metabasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:320,Muscles  median metapleuro metanotal muscle,HAO:0001373-(median metapleuro-metanotal muscle),original is finer,HAO:0001718-(metanotal muscle); HAO:0000519-(medial vein); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:321,Muscles  site of origin of the median metapleuro metanotal muscle,HAO:0001373-(median metapleuro-metanotal muscle),original is finer,HAO:0001718-(metanotal muscle); HAO:0000519-(medial vein); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:322,Muscles  metalaterophragmo metafurcal muscle,HAO:0001738-(metalaterophragmo-metafurcal muscle),original is finer,HAO:0000592-(metafurca); HAO:0001714-(metafurcal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:323,Muscles  metanoto metalaterophragmal muscle,HAO:0002478-(metanoto-metalaterophragmal muscle),original is finer,HAO:0000492-(laterophragma); HAO:0001715-(metalaterophragma); HAO:0001716-(metalaterophragmal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:324,Muscles  anterior metanoto metacoxal muscle,HAO:0001641-(anterior metanoto-metacoxal muscle),original is finer,HAO:0000587-(metacoxa); HAO:0001713-(metacoxal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:325,Muscles  posterior metanoto metacoxal muscle,HAO:0001819-(posterior metanoto-metacoxal muscle),original is finer,HAO:0000587-(metacoxa); HAO:0001713-(metacoxal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:326,Muscles  metanoto metatrochanteral muscle,HAO:0000602-(metanoto-metatrochanteral muscle),original is finer,HAO:0001139-(metatrochanter); HAO:0001724-(metatrochanteral muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:327,Muscles  site of origin of the anterior metapleuro metabasalare muscle,HAO:0001445-(anterior metapleuro-metabasalar muscle),original is finer,HAO:0000586-(metabasalare); HAO:0000641-(muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:328,Muscles  lateral metapleuro metabasalar muscle,HAO:0001406-(lateral metapleuro-metabasalar muscle),original is finer,HAO:0001712-(metabasalar muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:329,Muscles posterior metapleuro metabasalare muscle,HAO:0001344-(posterior metapleuro-metabasalar muscle),original is finer,HAO:0000586-(metabasalare); HAO:0000641-(muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:330,Muscles  metacoxo metabasalar muscle,HAO:0001581-(metacoxo-metabasalar muscle),original is finer,HAO:0001712-(metabasalar muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:331,Muscles  metacoxo metasubalar muscle,HAO:0000589-(metacoxo-metasubalar muscle),original is finer,HAO:0000641-(muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:332,Muscles  anterior metapleuro metafurcal muscle,HAO:0001744-(anterior metapleuro-metafurcal muscle),original is finer,HAO:0000592-(metafurca); HAO:0001714-(metafurcal muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:333,Muscles  posterior metapleuro metafurcal muscle,HAO:0001745-(posterior metapleuro-metafurcal muscle),original is finer,HAO:0000592-(metafurca); HAO:0001714-(metafurcal muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:334,Muscles  lateral metapleuro metacoxal muscle,HAO:0000478-(lateral metapleuro-metacoxal muscle),original is finer,HAO:0000587-(metacoxa); HAO:0001713-(metacoxal muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:335,Muscles  site of origin of the lateral metapleuro metacoxal muscle,HAO:0000478-(lateral metapleuro-metacoxal muscle),original is finer,HAO:0000587-(metacoxa); HAO:0001713-(metacoxal muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:336,Muscles  metapleuro propodeal muscle,HAO:0001794-(metapleuro-propodeal muscle),original is finer,HAO:0001304-(propodeal muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:337,Muscles  metasterno second abdominal sternal muscle,HAO:0001684-(metasterno-second abdominal sternal muscle),original is finer,HAO:0001223-(sternal muscle); HAO:0001675-(second abdominal sternal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:338,Muscles  site of origin of the metapleuro metatrochanteral muscle,HAO:0000619-(metapleuro-metatrochanteral muscle),original is finer,HAO:0001139-(metatrochanter); HAO:0001724-(metatrochanteral muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:339,Muscles  second abdominal sternal metacoxal muscle,HAO:0001685-(second sterno-metacoxal muscle),original is finer,HAO:0000587-(metacoxa); HAO:0001713-(metacoxal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:340,Muscles  propodeo second abdominal segment muscle,HAO:0002284-(propodeo-second abdominal segment muscle),original is finer,HAO:0000016-(abdominal segment); HAO:0000641-(muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:341,Muscles  site of origin of the dilator muscle of the propodeal spiracle,HAO:0000243-(dilator muscle apodeme),none,HAO:0000329-(first abdominal spiracle); HAO:0002041-(gonostyle-parossiculal muscle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:342,Forewing  sculpture of retinaculum,HAO:0001522-(retinaculum); HAO:0000351-(fore wing),original is subset,HAO:0000352-(forewing); HAO:0000913-(sculpture); HAO:0001522-(retinaculum); HAO:0000351-(fore wing)
CHAR:343,Forewing  costal and radial vein fusion,HAO:0000225-(costa); HAO:0000783-(postmarginal vein); HAO:0000351-(fore wing),partial,HAO:0000225-(costa); HAO:0000352-(forewing); HAO:0000888-(radial vein); HAO:0000783-(postmarginal vein)
CHAR:344,Forewing  cubital  Cu  vein shape,HAO:0000237-(cubital vein); HAO:0000351-(fore wing),partial,HAO:0000352-(forewing); HAO:0000351-(fore wing); HAO:0001095-(wing vein)
CHAR:345,Forewing  costal  C  vein presence,HAO:0000225-(costa); HAO:0000351-(fore wing),original is subset,HAO:0000225-(costa); HAO:0000352-(forewing); HAO:0000351-(fore wing)
CHAR:346,Forewing  stigma presence,HAO:0000957-(stigma); HAO:0000351-(fore wing),original is subset,HAO:0000352-(forewing); HAO:0000957-(stigma); HAO:0000351-(fore wing)
CHAR:347,Forewing  subcostal  SC  vein presence,HAO:0000967-(subcosta); HAO:0000351-(fore wing),original is subset,HAO:0000225-(costa); HAO:0000352-(forewing); HAO:0000967-(subcosta); HAO:0000351-(fore wing)
CHAR:348,Forewing  second branch of radial sector  RS2  vein presence,HAO:0000888-(radial vein); HAO:0000351-(fore wing),partial,HAO:0000352-(forewing); HAO:0000351-(fore wing); HAO:0001095-(wing vein); HAO:0001829-(mediosternite 2)
CHAR:349,Forewing  anal crossvein  a  presence,HAO:0000093-(anal vein); HAO:0000351-(fore wing),partial,HAO:0000236-(crossvein); HAO:0000352-(forewing); HAO:0000351-(fore wing); HAO:0001095-(wing vein)
CHAR:350,Forewing  nygmata  sensory spots  on wing membrane  in second submarginal cell ,HAO:0002511-(nygma),original is subset,HAO:0000013-(cell); HAO:0000352-(forewing); HAO:0000510-(margin); HAO:0001981-(margin); HAO:0002511-(nygma); HAO:0000351-(fore wing); HAO:0002326-(maximum diameter of the compound eye)
CHAR:351,Hind wing  costal  C  vein presence,HAO:0000225-(costa); HAO:0000400-(hind wing),identical,HAO:0000225-(costa); HAO:0000400-(hind wing)
CHAR:352,Hind wing  non apical hamuli  presence,HAO:0001522-(retinaculum),none,HAO:0000400-(hind wing)
CHAR:353,Hind wing  subcostal  SC  vein presence,HAO:0000967-(subcosta); HAO:0000400-(hind wing),original is subset,HAO:0000225-(costa); HAO:0000400-(hind wing); HAO:0000967-(subcosta)
CHAR:354,HInd wing  number of rs m crossveins,HAO:0000890-(radio-medial cross vein); HAO:0000400-(hind wing),partial,HAO:0000236-(crossvein); HAO:0000400-(hind wing); HAO:0001095-(wing vein)
CHAR:355,Hind wing  m cu crossvein presence,HAO:0000170-(basal vein); HAO:0000400-(hind wing),partial,HAO:0000236-(crossvein); HAO:0000400-(hind wing); HAO:0001095-(wing vein)
CHAR:356,Hind wing  medial  M  vein and cubital  Cu  vein fusion,HAO:0000237-(cubital vein); HAO:0000519-(medial vein); HAO:0000400-(hind wing),auto_annot is subset,HAO:0000400-(hind wing); HAO:0000519-(medial vein)
CHAR:357,Hind wing  costal margin,HAO:0001977-(costal margin); HAO:0000400-(hind wing),original is subset,HAO:0000225-(costa); HAO:0000400-(hind wing); HAO:0001977-(costal margin); HAO:0001981-(margin)
CHAR:358,Hind wing  costal trough extending from base to hamuli,HAO:0001977-(costal margin); HAO:0001522-(retinaculum); HAO:0000400-(hind wing),partial,HAO:0000225-(costa); HAO:0000400-(hind wing); HAO:0000241-(depression)
CHAR:359,Hind wing  fusion of radial  R  and costal  C  veins posterad hamuli  cell presence,HAO:0000226-(costal cell); HAO:0000400-(hind wing),partial,HAO:0000013-(cell); HAO:0000225-(costa); HAO:0000400-(hind wing); HAO:0001091-(wing cell); HAO:0002326-(maximum diameter of the compound eye)
CHAR:360,Hind wing  microspicules posterad hamuli,HAO:0000717-(pile); HAO:0000400-(hind wing),partial,HAO:0000400-(hind wing); HAO:0002119-(acantha)
CHAR:361,Hind wing  presence of guide setae or spines posterior to hamuli,HAO:0000903-(row of setae); HAO:0000400-(hind wing),partial,HAO:0000400-(hind wing); HAO:0000935-(seta); HAO:0000949-(spine); HAO:0002299-(sensillum trichodeum)
CHAR:362,Hind wing  presence of sclerotized glabrous plate posterior to hamuli,HAO:0000909-(sclerite); HAO:0000400-(hind wing),original is subset,HAO:0000400-(hind wing); HAO:0000909-(sclerite); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:363,Mesotibial apical spurs,HAO:0002069-(mesotibial outer spur),original is finer,HAO:0000951-(spur); HAO:0001351-(mesotibia)
CHAR:364,Tip of tibial spurs,HAO:0001018-(tibial spur),identical,HAO:0001018-(tibial spur)
